first_min_on;last_min_on;timedelta_on;slice;ALG_catch24_kmeans_2;ALG_catch24_kmeans_3;ALG_catch24_kmeans_5;ALG_catch24_kmeans_7;ALG_naive_kmeans_2;ALG_naive_kmeans_3;ALG_naive_kmeans_5;ALG_naive_kmeans_4;ALG_catch24_kmeans_2_r;ALG_catch24_kmeans_3_r;ALG_catch24_kmeans_5_r;ALG_catch24_kmeans_7_r
2019-02-24 04:28:30+00:00;2019-02-24 04:51:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 04:28:30+0000', tz='UTC'), Timestamp('2019-02-24 04:51:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 06:13:30+00:00;2019-02-24 06:20:30+00:00;0 days 00:07:00;slice(Timestamp('2019-02-24 06:13:30+0000', tz='UTC'), Timestamp('2019-02-24 06:20:30+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-24 06:23:00+00:00;2019-02-24 06:46:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-24 06:23:00+0000', tz='UTC'), Timestamp('2019-02-24 06:46:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 08:12:00+00:00;2019-02-24 08:34:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 08:12:00+0000', tz='UTC'), Timestamp('2019-02-24 08:34:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 09:56:30+00:00;2019-02-24 10:20:30+00:00;0 days 00:24:00;slice(Timestamp('2019-02-24 09:56:30+0000', tz='UTC'), Timestamp('2019-02-24 10:20:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 11:18:00+00:00;2019-02-24 11:42:30+00:00;0 days 00:24:30;slice(Timestamp('2019-02-24 11:18:00+0000', tz='UTC'), Timestamp('2019-02-24 11:42:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 12:52:00+00:00;2019-02-24 13:14:00+00:00;0 days 00:22:00;slice(Timestamp('2019-02-24 12:52:00+0000', tz='UTC'), Timestamp('2019-02-24 13:14:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-24 14:22:00+00:00;2019-02-24 14:44:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-24 14:22:00+0000', tz='UTC'), Timestamp('2019-02-24 14:44:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-24 15:18:00+00:00;2019-02-24 16:42:00+00:00;0 days 01:24:00;slice(Timestamp('2019-02-24 15:18:00+0000', tz='UTC'), Timestamp('2019-02-24 16:42:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-24 18:34:00+00:00;2019-02-24 19:10:30+00:00;0 days 00:36:30;slice(Timestamp('2019-02-24 18:34:00+0000', tz='UTC'), Timestamp('2019-02-24 19:10:30+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-24 20:06:30+00:00;2019-02-24 20:29:30+00:00;0 days 00:23:00;slice(Timestamp('2019-02-24 20:06:30+0000', tz='UTC'), Timestamp('2019-02-24 20:29:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-24 22:01:30+00:00;2019-02-24 22:16:30+00:00;0 days 00:15:00;slice(Timestamp('2019-02-24 22:01:30+0000', tz='UTC'), Timestamp('2019-02-24 22:16:30+0000', tz='UTC'), None);1;2;3;4;0;0;0;0;1;2;3;4
2019-02-24 22:18:00+00:00;2019-02-24 22:39:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-24 22:18:00+0000', tz='UTC'), Timestamp('2019-02-24 22:39:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 09:59:30+00:00;2019-02-25 10:46:00+00:00;0 days 00:46:30;slice(Timestamp('2019-02-25 09:59:30+0000', tz='UTC'), Timestamp('2019-02-25 10:46:00+0000', tz='UTC'), None);1;1;1;3;0;0;0;0;1;1;1;3
2019-02-25 11:04:30+00:00;2019-02-25 11:32:30+00:00;0 days 00:28:00;slice(Timestamp('2019-02-25 11:04:30+0000', tz='UTC'), Timestamp('2019-02-25 11:32:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 11:55:30+00:00;2019-02-25 12:19:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-25 11:55:30+0000', tz='UTC'), Timestamp('2019-02-25 12:19:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-25 12:57:30+00:00;2019-02-25 13:19:00+00:00;0 days 00:21:30;slice(Timestamp('2019-02-25 12:57:30+0000', tz='UTC'), Timestamp('2019-02-25 13:19:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 13:48:30+00:00;2019-02-25 14:12:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-25 13:48:30+0000', tz='UTC'), Timestamp('2019-02-25 14:12:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 14:57:00+00:00;2019-02-25 15:38:30+00:00;0 days 00:41:30;slice(Timestamp('2019-02-25 14:57:00+0000', tz='UTC'), Timestamp('2019-02-25 15:38:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-25 16:16:00+00:00;2019-02-25 16:27:00+00:00;0 days 00:11:00;slice(Timestamp('2019-02-25 16:16:00+0000', tz='UTC'), Timestamp('2019-02-25 16:27:00+0000', tz='UTC'), None);0;2;3;2;0;0;0;0;0;2;3;2
2019-02-25 16:30:00+00:00;2019-02-25 16:55:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-25 16:30:00+0000', tz='UTC'), Timestamp('2019-02-25 16:55:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-25 18:03:30+00:00;2019-02-25 18:29:30+00:00;0 days 00:26:00;slice(Timestamp('2019-02-25 18:03:30+0000', tz='UTC'), Timestamp('2019-02-25 18:29:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-25 19:26:00+00:00;2019-02-25 19:52:00+00:00;0 days 00:26:00;slice(Timestamp('2019-02-25 19:26:00+0000', tz='UTC'), Timestamp('2019-02-25 19:52:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-25 20:30:30+00:00;2019-02-25 21:06:30+00:00;0 days 00:36:00;slice(Timestamp('2019-02-25 20:30:30+0000', tz='UTC'), Timestamp('2019-02-25 21:06:30+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-25 23:05:00+00:00;2019-02-25 23:27:00+00:00;0 days 00:22:00;slice(Timestamp('2019-02-25 23:05:00+0000', tz='UTC'), Timestamp('2019-02-25 23:27:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 00:54:00+00:00;2019-02-26 01:15:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-26 00:54:00+0000', tz='UTC'), Timestamp('2019-02-26 01:15:00+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-26 02:36:00+00:00;2019-02-26 02:58:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-26 02:36:00+0000', tz='UTC'), Timestamp('2019-02-26 02:58:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-26 04:17:30+00:00;2019-02-26 04:23:00+00:00;0 days 00:05:30;slice(Timestamp('2019-02-26 04:17:30+0000', tz='UTC'), Timestamp('2019-02-26 04:23:00+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-26 04:24:30+00:00;2019-02-26 04:47:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-26 04:24:30+0000', tz='UTC'), Timestamp('2019-02-26 04:47:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 06:04:30+00:00;2019-02-26 06:25:00+00:00;0 days 00:20:30;slice(Timestamp('2019-02-26 06:04:30+0000', tz='UTC'), Timestamp('2019-02-26 06:25:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 07:41:30+00:00;2019-02-26 08:03:30+00:00;0 days 00:22:00;slice(Timestamp('2019-02-26 07:41:30+0000', tz='UTC'), Timestamp('2019-02-26 08:03:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-26 09:19:00+00:00;2019-02-26 09:40:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-26 09:19:00+0000', tz='UTC'), Timestamp('2019-02-26 09:40:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 10:47:00+00:00;2019-02-26 11:08:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-26 10:47:00+0000', tz='UTC'), Timestamp('2019-02-26 11:08:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-26 12:12:30+00:00;2019-02-26 12:21:00+00:00;0 days 00:08:30;slice(Timestamp('2019-02-26 12:12:30+0000', tz='UTC'), Timestamp('2019-02-26 12:21:00+0000', tz='UTC'), None);0;0;3;2;0;0;0;0;0;0;3;2
2019-02-26 12:23:30+00:00;2019-02-26 12:42:30+00:00;0 days 00:19:00;slice(Timestamp('2019-02-26 12:23:30+0000', tz='UTC'), Timestamp('2019-02-26 12:42:30+0000', tz='UTC'), None);1;1;1;6;0;0;0;0;1;1;1;6
2019-02-26 12:44:00+00:00;2019-02-26 14:35:00+00:00;0 days 01:51:00;slice(Timestamp('2019-02-26 12:44:00+0000', tz='UTC'), Timestamp('2019-02-26 14:35:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-26 16:32:30+00:00;2019-02-26 17:08:30+00:00;0 days 00:36:00;slice(Timestamp('2019-02-26 16:32:30+0000', tz='UTC'), Timestamp('2019-02-26 17:08:30+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-26 17:30:00+00:00;2019-02-26 18:52:30+00:00;0 days 01:22:30;slice(Timestamp('2019-02-26 17:30:00+0000', tz='UTC'), Timestamp('2019-02-26 18:52:30+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-26 20:21:30+00:00;2019-02-26 20:48:30+00:00;0 days 00:27:00;slice(Timestamp('2019-02-26 20:21:30+0000', tz='UTC'), Timestamp('2019-02-26 20:48:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-26 22:47:30+00:00;2019-02-26 23:12:00+00:00;0 days 00:24:30;slice(Timestamp('2019-02-26 22:47:30+0000', tz='UTC'), Timestamp('2019-02-26 23:12:00+0000', tz='UTC'), None);1;1;1;1;0;0;0;0;1;1;1;1
2019-02-27 00:28:30+00:00;2019-02-27 00:52:00+00:00;0 days 00:23:30;slice(Timestamp('2019-02-27 00:28:30+0000', tz='UTC'), Timestamp('2019-02-27 00:52:00+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-27 02:20:30+00:00;2019-02-27 02:47:30+00:00;0 days 00:27:00;slice(Timestamp('2019-02-27 02:20:30+0000', tz='UTC'), Timestamp('2019-02-27 02:47:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 04:16:00+00:00;2019-02-27 04:37:30+00:00;0 days 00:21:30;slice(Timestamp('2019-02-27 04:16:00+0000', tz='UTC'), Timestamp('2019-02-27 04:37:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 05:59:30+00:00;2019-02-27 06:21:30+00:00;0 days 00:22:00;slice(Timestamp('2019-02-27 05:59:30+0000', tz='UTC'), Timestamp('2019-02-27 06:21:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 07:42:30+00:00;2019-02-27 08:03:30+00:00;0 days 00:21:00;slice(Timestamp('2019-02-27 07:42:30+0000', tz='UTC'), Timestamp('2019-02-27 08:03:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 09:20:30+00:00;2019-02-27 09:43:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-27 09:20:30+0000', tz='UTC'), Timestamp('2019-02-27 09:43:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 10:55:30+00:00;2019-02-27 11:18:00+00:00;0 days 00:22:30;slice(Timestamp('2019-02-27 10:55:30+0000', tz='UTC'), Timestamp('2019-02-27 11:18:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 11:55:00+00:00;2019-02-27 12:48:00+00:00;0 days 00:53:00;slice(Timestamp('2019-02-27 11:55:00+0000', tz='UTC'), Timestamp('2019-02-27 12:48:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-27 12:57:00+00:00;2019-02-27 13:39:00+00:00;0 days 00:42:00;slice(Timestamp('2019-02-27 12:57:00+0000', tz='UTC'), Timestamp('2019-02-27 13:39:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 14:42:00+00:00;2019-02-27 15:10:00+00:00;0 days 00:28:00;slice(Timestamp('2019-02-27 14:42:00+0000', tz='UTC'), Timestamp('2019-02-27 15:10:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 16:34:00+00:00;2019-02-27 16:46:00+00:00;0 days 00:12:00;slice(Timestamp('2019-02-27 16:34:00+0000', tz='UTC'), Timestamp('2019-02-27 16:46:00+0000', tz='UTC'), None);0;2;3;2;0;0;0;0;0;2;3;2
2019-02-27 16:53:00+00:00;2019-02-27 17:18:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-27 16:53:00+0000', tz='UTC'), Timestamp('2019-02-27 17:18:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 18:16:00+00:00;2019-02-27 18:38:30+00:00;0 days 00:22:30;slice(Timestamp('2019-02-27 18:16:00+0000', tz='UTC'), Timestamp('2019-02-27 18:38:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 19:40:00+00:00;2019-02-27 20:14:00+00:00;0 days 00:34:00;slice(Timestamp('2019-02-27 19:40:00+0000', tz='UTC'), Timestamp('2019-02-27 20:14:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-27 21:44:30+00:00;2019-02-27 22:06:30+00:00;0 days 00:22:00;slice(Timestamp('2019-02-27 21:44:30+0000', tz='UTC'), Timestamp('2019-02-27 22:06:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-27 23:00:00+00:00;2019-02-27 23:21:00+00:00;0 days 00:21:00;slice(Timestamp('2019-02-27 23:00:00+0000', tz='UTC'), Timestamp('2019-02-27 23:21:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 00:24:30+00:00;2019-02-28 00:44:00+00:00;0 days 00:19:30;slice(Timestamp('2019-02-28 00:24:30+0000', tz='UTC'), Timestamp('2019-02-28 00:44:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-28 01:37:30+00:00;2019-02-28 01:58:30+00:00;0 days 00:21:00;slice(Timestamp('2019-02-28 01:37:30+0000', tz='UTC'), Timestamp('2019-02-28 01:58:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 03:08:30+00:00;2019-02-28 03:28:30+00:00;0 days 00:20:00;slice(Timestamp('2019-02-28 03:08:30+0000', tz='UTC'), Timestamp('2019-02-28 03:28:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-28 04:39:30+00:00;2019-02-28 04:59:30+00:00;0 days 00:20:00;slice(Timestamp('2019-02-28 04:39:30+0000', tz='UTC'), Timestamp('2019-02-28 04:59:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 06:09:30+00:00;2019-02-28 06:29:00+00:00;0 days 00:19:30;slice(Timestamp('2019-02-28 06:09:30+0000', tz='UTC'), Timestamp('2019-02-28 06:29:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-28 07:37:00+00:00;2019-02-28 07:55:30+00:00;0 days 00:18:30;slice(Timestamp('2019-02-28 07:37:00+0000', tz='UTC'), Timestamp('2019-02-28 07:55:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 09:01:00+00:00;2019-02-28 09:20:00+00:00;0 days 00:19:00;slice(Timestamp('2019-02-28 09:01:00+0000', tz='UTC'), Timestamp('2019-02-28 09:20:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 10:25:30+00:00;2019-02-28 10:45:00+00:00;0 days 00:19:30;slice(Timestamp('2019-02-28 10:25:30+0000', tz='UTC'), Timestamp('2019-02-28 10:45:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-28 11:28:00+00:00;2019-02-28 11:45:30+00:00;0 days 00:17:30;slice(Timestamp('2019-02-28 11:28:00+0000', tz='UTC'), Timestamp('2019-02-28 11:45:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 12:51:30+00:00;2019-02-28 13:12:00+00:00;0 days 00:20:30;slice(Timestamp('2019-02-28 12:51:30+0000', tz='UTC'), Timestamp('2019-02-28 13:12:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-02-28 14:14:30+00:00;2019-02-28 14:35:00+00:00;0 days 00:20:30;slice(Timestamp('2019-02-28 14:14:30+0000', tz='UTC'), Timestamp('2019-02-28 14:35:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-28 15:23:00+00:00;2019-02-28 15:46:30+00:00;0 days 00:23:30;slice(Timestamp('2019-02-28 15:23:00+0000', tz='UTC'), Timestamp('2019-02-28 15:46:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
2019-02-28 16:27:00+00:00;2019-02-28 18:13:00+00:00;0 days 01:46:00;slice(Timestamp('2019-02-28 16:27:00+0000', tz='UTC'), Timestamp('2019-02-28 18:13:00+0000', tz='UTC'), None);1;1;1;3;0;0;3;3;1;1;1;3
2019-02-28 18:41:30+00:00;2019-02-28 19:13:00+00:00;0 days 00:31:30;slice(Timestamp('2019-02-28 18:41:30+0000', tz='UTC'), Timestamp('2019-02-28 19:13:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-02-28 20:04:00+00:00;2019-02-28 20:28:00+00:00;0 days 00:24:00;slice(Timestamp('2019-02-28 20:04:00+0000', tz='UTC'), Timestamp('2019-02-28 20:28:00+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-02-28 22:08:00+00:00;2019-02-28 22:33:00+00:00;0 days 00:25:00;slice(Timestamp('2019-02-28 22:08:00+0000', tz='UTC'), Timestamp('2019-02-28 22:33:00+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-03-01 00:11:30+00:00;2019-03-01 00:37:30+00:00;0 days 00:26:00;slice(Timestamp('2019-03-01 00:11:30+0000', tz='UTC'), Timestamp('2019-03-01 00:37:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-03-01 01:47:30+00:00;2019-03-01 02:10:30+00:00;0 days 00:23:00;slice(Timestamp('2019-03-01 01:47:30+0000', tz='UTC'), Timestamp('2019-03-01 02:10:30+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-03-01 03:34:00+00:00;2019-03-01 03:56:00+00:00;0 days 00:22:00;slice(Timestamp('2019-03-01 03:34:00+0000', tz='UTC'), Timestamp('2019-03-01 03:56:00+0000', tz='UTC'), None);1;2;4;0;0;0;0;0;1;2;4;0
2019-03-01 05:17:00+00:00;2019-03-01 05:38:30+00:00;0 days 00:21:30;slice(Timestamp('2019-03-01 05:17:00+0000', tz='UTC'), Timestamp('2019-03-01 05:38:30+0000', tz='UTC'), None);1;2;0;1;0;0;0;0;1;2;0;1
2019-03-01 06:57:00+00:00;2019-03-01 07:19:30+00:00;0 days 00:22:30;slice(Timestamp('2019-03-01 06:57:00+0000', tz='UTC'), Timestamp('2019-03-01 07:19:30+0000', tz='UTC'), None);1;2;0;4;0;0;0;0;1;2;0;4
2019-03-01 08:38:30+00:00;2019-03-01 09:00:30+00:00;0 days 00:22:00;slice(Timestamp('2019-03-01 08:38:30+0000', tz='UTC'), Timestamp('2019-03-01 09:00:30+0000', tz='UTC'), None);1;2;4;1;0;0;0;0;1;2;4;1
